Started
2019 day 12:
.....
0 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
0 : pos=<x= 5 , y= -7 , z= 1 >, vel=<x= 3 , y= -3 , z= -3 >
1 : pos=<x= 0 , y= 2 , z= 4 >, vel=<x= -2 , y= 6 , z= -1 >
2 : pos=<x= 2 , y= -1 , z= -3 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= -7 , z= 0 >, vel=<x= -1 , y= -5 , z= 3 >
found velocity and position match, step #: 824
0 : pos=<x= 5 , y= -8 , z= -3 >, vel=<x= 0 , y= -1 , z= -4 >
1 : pos=<x= 1 , y= 5 , z= 0 >, vel=<x= 1 , y= 3 , z= -4 >
2 : pos=<x= 1 , y= 0 , z= 1 >, vel=<x= -1 , y= 1 , z= 4 >
3 : pos=<x= 1 , y= -10 , z= 4 >, vel=<x= 0 , y= -3 , z= 4 >
found velocity and position match, step #: 825
0 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= -3 , y= 0 , z= -1 >
1 : pos=<x= 3 , y= 5 , z= -3 >, vel=<x= 2 , y= 0 , z= -3 >
2 : pos=<x= 1 , y= 0 , z= 4 >, vel=<x= 0 , y= 0 , z= 3 >
3 : pos=<x= 2 , y= -10 , z= 5 >, vel=<x= 1 , y= 0 , z= 1 >
found velocity and position match, step #: 826
0 : pos=<x= -1 , y= -7 , z= -2 >, vel=<x= -3 , y= 1 , z= 2 >
1 : pos=<x= 2 , y= 2 , z= -5 >, vel=<x= -1 , y= -3 , z= -2 >
2 : pos=<x= 4 , y= -1 , z= 6 >, vel=<x= 3 , y= -1 , z= 2 >
3 : pos=<x= 3 , y= -7 , z= 3 >, vel=<x= 1 , y= 3 , z= -2 >
found velocity and position match, step #: 827
0 : pos=<x= -1 , y= -4 , z= 1 >, vel=<x= 0 , y= 3 , z= 3 >
1 : pos=<x= 2 , y= -4 , z= -4 >, vel=<x= 0 , y= -6 , z= 1 >
2 : pos=<x= 4 , y= -3 , z= 5 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 3 , y= -2 , z= 0 >, vel=<x= 0 , y= 5 , z= -3 >
found velocity and position match, step #: 828
0 : pos=<x= 2 , y= 1 , z= 3 >, vel=<x= 3 , y= 5 , z= 2 >
1 : pos=<x= 3 , y= -8 , z= 0 >, vel=<x= 1 , y= -4 , z= 4 >
2 : pos=<x= 1 , y= -6 , z= 1 >, vel=<x= -3 , y= -3 , z= -4 >
3 : pos=<x= 2 , y= 0 , z= -2 >, vel=<x= -1 , y= 2 , z= -2 >
found velocity and position match, step #: 829
0 : pos=<x= 5 , y= 3 , z= 2 >, vel=<x= 3 , y= 2 , z= -1 >
1 : pos=<x= 1 , y= -9 , z= 5 >, vel=<x= -2 , y= -1 , z= 5 >
2 : pos=<x= 1 , y= -8 , z= -4 >, vel=<x= 0 , y= -2 , z= -5 >
3 : pos=<x= 1 , y= 1 , z= -1 >, vel=<x= -1 , y= 1 , z= 1 >
found velocity and position match, step #: 830
0 : pos=<x= 5 , y= 2 , z= 0 >, vel=<x= 0 , y= -1 , z= -2 >
1 : pos=<x= 0 , y= -7 , z= 7 >, vel=<x= -1 , y= 2 , z= 2 >
2 : pos=<x= 2 , y= -9 , z= -6 >, vel=<x= 1 , y= -1 , z= -2 >
3 : pos=<x= 1 , y= 1 , z= 1 >, vel=<x= 0 , y= 0 , z= 2 >
found velocity and position match, step #: 831
0 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= -3 , y= -4 , z= -1 >
1 : pos=<x= 2 , y= -4 , z= 6 >, vel=<x= 2 , y= 3 , z= -1 >
2 : pos=<x= 2 , y= -7 , z= -5 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= 1 , y= -1 , z= 1 >
found velocity and position match, step #: 832
0 : pos=<x= -1 , y= -7 , z= -1 >, vel=<x= -3 , y= -5 , z= 0 >
1 : pos=<x= 4 , y= 0 , z= 2 >, vel=<x= 2 , y= 4 , z= -4 >
2 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= 0 , y= 5 , z= 4 >
3 : pos=<x= 3 , y= -4 , z= 2 >, vel=<x= 1 , y= -4 , z= 0 >
found velocity and position match, step #: 833
0 : pos=<x= -1 , y= -9 , z= 1 >, vel=<x= 0 , y= -2 , z= 2 >
1 : pos=<x= 3 , y= 1 , z= -4 >, vel=<x= -1 , y= 1 , z= -6 >
2 : pos=<x= 3 , y= 2 , z= 5 >, vel=<x= 1 , y= 4 , z= 6 >
3 : pos=<x= 3 , y= -7 , z= 0 >, vel=<x= 0 , y= -3 , z= -2 >
found velocity and position match, step #: 834
0 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= 3 , y= 1 , z= 1 >
1 : pos=<x= 1 , y= 1 , z= -7 >, vel=<x= -2 , y= 0 , z= -3 >
2 : pos=<x= 3 , y= 3 , z= 8 >, vel=<x= 0 , y= 1 , z= 3 >
3 : pos=<x= 2 , y= -9 , z= -1 >, vel=<x= -1 , y= -2 , z= -1 >
found velocity and position match, step #: 835
0 : pos=<x= 5 , y= -6 , z= 2 >, vel=<x= 3 , y= 2 , z= 0 >
1 : pos=<x= 2 , y= 0 , z= -7 >, vel=<x= 1 , y= -1 , z= 0 >
2 : pos=<x= 0 , y= 1 , z= 8 >, vel=<x= -3 , y= -2 , z= 0 >
3 : pos=<x= 1 , y= -8 , z= -1 >, vel=<x= -1 , y= 1 , z= 0 >
found velocity and position match, step #: 836
0 : pos=<x= 5 , y= -3 , z= 1 >, vel=<x= 0 , y= 3 , z= -1 >
1 : pos=<x= 2 , y= -2 , z= -4 >, vel=<x= 0 , y= -2 , z= 3 >
2 : pos=<x= 0 , y= -4 , z= 5 >, vel=<x= 0 , y= -5 , z= -3 >
3 : pos=<x= 1 , y= -4 , z= 0 >, vel=<x= 0 , y= 4 , z= 1 >
found velocity and position match, step #: 837
0 : pos=<x= 2 , y= -1 , z= -1 >, vel=<x= -3 , y= 2 , z= -2 >
1 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= -1 , y= -5 , z= 6 >
2 : pos=<x= 3 , y= -7 , z= -1 >, vel=<x= 3 , y= -3 , z= -6 >
3 : pos=<x= 2 , y= 2 , z= 2 >, vel=<x= 1 , y= 6 , z= 2 >
found velocity and position match, step #: 838
0 : pos=<x= -1 , y= 0 , z= -1 >, vel=<x= -3 , y= 1 , z= 0 >
1 : pos=<x= 3 , y= -10 , z= 6 >, vel=<x= 2 , y= -3 , z= 4 >
2 : pos=<x= 3 , y= -8 , z= -5 >, vel=<x= 0 , y= -1 , z= -4 >
3 : pos=<x= 3 , y= 5 , z= 2 >, vel=<x= 1 , y= 3 , z= 0 >
found velocity and position match, step #: 839
0 : pos=<x= -1 , y= 0 , z= 0 >, vel=<x= 0 , y= 0 , z= 1 >
1 : pos=<x= 4 , y= -10 , z= 7 >, vel=<x= 1 , y= 0 , z= 1 >
2 : pos=<x= 2 , y= -8 , z= -6 >, vel=<x= -1 , y= 0 , z= -1 >
3 : pos=<x= 3 , y= 5 , z= 1 >, vel=<x= 0 , y= 0 , z= -1 >
found velocity and position match, step #: 840
0 : pos=<x= 2 , y= -1 , z= 2 >, vel=<x= 3 , y= -1 , z= 2 >
1 : pos=<x= 2 , y= -7 , z= 5 >, vel=<x= -2 , y= 3 , z= -2 >
2 : pos=<x= 2 , y= -7 , z= -4 >, vel=<x= 0 , y= 1 , z= 2 >
3 : pos=<x= 2 , y= 2 , z= -1 >, vel=<x= -1 , y= -3 , z= -2 >
found velocity and position match, step #: 841
0 : pos=<x= 5 , y= -3 , z= 3 >, vel=<x= 3 , y= -2 , z= 1 >
1 : pos=<x= 0 , y= -2 , z= 0 >, vel=<x= -2 , y= 5 , z= -5 >
2 : pos=<x= 2 , y= -4 , z= 1 >, vel=<x= 0 , y= 3 , z= 5 >
3 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= -1 , y= -6 , z= -1 >
found velocity and position match, step #: 842
0 : pos=<x= 5 , y= -6 , z= 1 >, vel=<x= 0 , y= -3 , z= -2 >
1 : pos=<x= 1 , y= 0 , z= -4 >, vel=<x= 1 , y= 2 , z= -4 >
2 : pos=<x= 1 , y= 1 , z= 5 >, vel=<x= -1 , y= 5 , z= 4 >
3 : pos=<x= 1 , y= -8 , z= 0 >, vel=<x= 0 , y= -4 , z= 2 >
found velocity and position match, step #: 843
0 : pos=<x= 2 , y= -8 , z= -2 >, vel=<x= -3 , y= -2 , z= -3 >
1 : pos=<x= 3 , y= 1 , z= -5 >, vel=<x= 2 , y= 1 , z= -1 >
2 : pos=<x= 1 , y= 3 , z= 6 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 2 , y= -9 , z= 3 >, vel=<x= 1 , y= -1 , z= 3 >
found velocity and position match, step #: 844
0 : pos=<x= -1 , y= -9 , z= -4 >, vel=<x= -3 , y= -1 , z= -2 >
1 : pos=<x= 2 , y= 1 , z= -3 >, vel=<x= -1 , y= 0 , z= 2 >
2 : pos=<x= 4 , y= 2 , z= 4 >, vel=<x= 3 , y= -1 , z= -2 >
3 : pos=<x= 3 , y= -7 , z= 5 >, vel=<x= 1 , y= 2 , z= 2 >
found velocity and position match, step #: 845
0 : pos=<x= -1 , y= -7 , z= -3 >, vel=<x= 0 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= 0 , y= -1 , z= 3 >
2 : pos=<x= 4 , y= -2 , z= 1 >, vel=<x= 0 , y= -4 , z= -3 >
3 : pos=<x= 3 , y= -4 , z= 4 >, vel=<x= 0 , y= 3 , z= -1 >
found velocity and position match, step #: 846
0 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 3 , y= 5 , z= 4 >
1 : pos=<x= 3 , y= -4 , z= 4 >, vel=<x= 1 , y= -4 , z= 4 >
2 : pos=<x= 1 , y= -7 , z= -3 >, vel=<x= -3 , y= -5 , z= -4 >
3 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= -1 , y= 4 , z= -4 >
found velocity and position match, step #: 847
0 : pos=<x= 5 , y= 2 , z= 4 >, vel=<x= 3 , y= 4 , z= 3 >
1 : pos=<x= 1 , y= -7 , z= 5 >, vel=<x= -2 , y= -3 , z= 1 >
2 : pos=<x= 1 , y= -9 , z= -4 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= 1 , z= -3 >, vel=<x= -1 , y= 1 , z= -3 >
found velocity and position match, step #: 848
0 : pos=<x= 5 , y= 3 , z= 6 >, vel=<x= 0 , y= 1 , z= 2 >
1 : pos=<x= 0 , y= -9 , z= 3 >, vel=<x= -1 , y= -2 , z= -2 >
2 : pos=<x= 2 , y= -8 , z= -2 >, vel=<x= 1 , y= 1 , z= 2 >
3 : pos=<x= 1 , y= 1 , z= -5 >, vel=<x= 0 , y= 0 , z= -2 >
found velocity and position match, step #: 849
0 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= -3 , y= -2 , z= -1 >
1 : pos=<x= 2 , y= -8 , z= 0 >, vel=<x= 2 , y= 1 , z= -3 >
2 : pos=<x= 2 , y= -6 , z= 1 >, vel=<x= 0 , y= 2 , z= 3 >
3 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= 1 , y= -1 , z= 1 >
found velocity and position match, step #: 850
0 : pos=<x= -1 , y= -4 , z= 1 >, vel=<x= -3 , y= -5 , z= -4 >
1 : pos=<x= 4 , y= -4 , z= -2 >, vel=<x= 2 , y= 4 , z= -2 >
2 : pos=<x= 2 , y= -3 , z= 3 >, vel=<x= 0 , y= 3 , z= 2 >
3 : pos=<x= 3 , y= -2 , z= 0 >, vel=<x= 1 , y= -2 , z= 4 >
found velocity and position match, step #: 851
0 : pos=<x= -1 , y= -7 , z= -4 >, vel=<x= 0 , y= -3 , z= -5 >
1 : pos=<x= 3 , y= 2 , z= -1 >, vel=<x= -1 , y= 6 , z= 1 >
2 : pos=<x= 3 , y= -1 , z= 2 >, vel=<x= 1 , y= 2 , z= -1 >
3 : pos=<x= 3 , y= -7 , z= 5 >, vel=<x= 0 , y= -5 , z= 5 >
found velocity and position match, step #: 852
0 : pos=<x= 2 , y= -8 , z= -6 >, vel=<x= 3 , y= -1 , z= -2 >
1 : pos=<x= 1 , y= 5 , z= 1 >, vel=<x= -2 , y= 3 , z= 2 >
2 : pos=<x= 3 , y= 0 , z= 0 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 2 , y= -10 , z= 7 >, vel=<x= -1 , y= -3 , z= 2 >
found velocity and position match, step #: 853
0 : pos=<x= 5 , y= -8 , z= -5 >, vel=<x= 3 , y= 0 , z= 1 >
1 : pos=<x= 2 , y= 5 , z= 2 >, vel=<x= 1 , y= 0 , z= 1 >
2 : pos=<x= 0 , y= 0 , z= -1 >, vel=<x= -3 , y= 0 , z= -1 >
3 : pos=<x= 1 , y= -10 , z= 6 >, vel=<x= -1 , y= 0 , z= -1 >
found velocity and position match, step #: 854
0 : pos=<x= 5 , y= -7 , z= -1 >, vel=<x= 0 , y= 1 , z= 4 >
1 : pos=<x= 2 , y= 2 , z= 2 >, vel=<x= 0 , y= -3 , z= 0 >
2 : pos=<x= 0 , y= -1 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= 0 , y= 3 , z= -4 >
found velocity and position match, step #: 855
0 : pos=<x= 2 , y= -4 , z= 5 >, vel=<x= -3 , y= 3 , z= 6 >
1 : pos=<x= 1 , y= -4 , z= 0 >, vel=<x= -1 , y= -6 , z= -2 >
2 : pos=<x= 3 , y= -3 , z= 1 >, vel=<x= 3 , y= -2 , z= 2 >
3 : pos=<x= 2 , y= -2 , z= -4 >, vel=<x= 1 , y= 5 , z= -6 >
found velocity and position match, step #: 856
0 : pos=<x= -1 , y= 1 , z= 8 >, vel=<x= -3 , y= 5 , z= 3 >
1 : pos=<x= 3 , y= -8 , z= -1 >, vel=<x= 2 , y= -4 , z= -1 >
2 : pos=<x= 3 , y= -6 , z= 2 >, vel=<x= 0 , y= -3 , z= 1 >
3 : pos=<x= 3 , y= 0 , z= -7 >, vel=<x= 1 , y= 2 , z= -3 >
found velocity and position match, step #: 857
0 : pos=<x= -1 , y= 3 , z= 8 >, vel=<x= 0 , y= 2 , z= 0 >
1 : pos=<x= 4 , y= -9 , z= -1 >, vel=<x= 1 , y= -1 , z= 0 >
2 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= -1 , y= -2 , z= 0 >
3 : pos=<x= 3 , y= 1 , z= -7 >, vel=<x= 0 , y= 1 , z= 0 >
found velocity and position match, step #: 858
0 : pos=<x= 2 , y= 2 , z= 5 >, vel=<x= 3 , y= -1 , z= -3 >
1 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= -2 , y= 2 , z= 1 >
2 : pos=<x= 2 , y= -9 , z= 1 >, vel=<x= 0 , y= -1 , z= -1 >
3 : pos=<x= 2 , y= 1 , z= -4 >, vel=<x= -1 , y= 0 , z= 3 >
found velocity and position match, step #: 859
0 : pos=<x= 5 , y= -2 , z= -1 >, vel=<x= 3 , y= -4 , z= -6 >
1 : pos=<x= 0 , y= -4 , z= 2 >, vel=<x= -2 , y= 3 , z= 2 >
2 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 0 , y= 2 , z= -2 >
3 : pos=<x= 1 , y= 0 , z= 2 >, vel=<x= -1 , y= -1 , z= 6 >
found velocity and position match, step #: 860
0 : pos=<x= 5 , y= -7 , z= -5 >, vel=<x= 0 , y= -5 , z= -4 >
1 : pos=<x= 1 , y= 0 , z= 2 >, vel=<x= 1 , y= 4 , z= 0 >
2 : pos=<x= 1 , y= -2 , z= -1 >, vel=<x= -1 , y= 5 , z= 0 >
3 : pos=<x= 1 , y= -4 , z= 6 >, vel=<x= 0 , y= -4 , z= 4 >
found velocity and position match, step #: 861
0 : pos=<x= 2 , y= -9 , z= -6 >, vel=<x= -3 , y= -2 , z= -1 >
1 : pos=<x= 3 , y= 1 , z= 1 >, vel=<x= 2 , y= 1 , z= -1 >
2 : pos=<x= 1 , y= 2 , z= 0 >, vel=<x= 0 , y= 4 , z= 1 >
3 : pos=<x= 2 , y= -7 , z= 7 >, vel=<x= 1 , y= -3 , z= 1 >
found velocity and position match, step #: 862
0 : pos=<x= -1 , y= -8 , z= -4 >, vel=<x= -3 , y= 1 , z= 2 >
1 : pos=<x= 2 , y= 1 , z= -1 >, vel=<x= -1 , y= 0 , z= -2 >
2 : pos=<x= 4 , y= 3 , z= 2 >, vel=<x= 3 , y= 1 , z= 2 >
3 : pos=<x= 3 , y= -9 , z= 5 >, vel=<x= 1 , y= -2 , z= -2 >
found velocity and position match, step #: 863
0 : pos=<x= -1 , y= -6 , z= 1 >, vel=<x= 0 , y= 2 , z= 5 >
1 : pos=<x= 2 , y= 0 , z= -2 >, vel=<x= 0 , y= -1 , z= -1 >
2 : pos=<x= 4 , y= 1 , z= 3 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= -8 , z= 0 >, vel=<x= 0 , y= 1 , z= -5 >
found velocity and position match, step #: 864
0 : pos=<x= 2 , y= -3 , z= 5 >, vel=<x= 3 , y= 3 , z= 4 >
1 : pos=<x= 3 , y= -2 , z= 0 >, vel=<x= 1 , y= -2 , z= 2 >
2 : pos=<x= 1 , y= -4 , z= 1 >, vel=<x= -3 , y= -5 , z= -2 >
3 : pos=<x= 2 , y= -4 , z= -4 >, vel=<x= -1 , y= 4 , z= -4 >
found velocity and position match, step #: 865
0 : pos=<x= 5 , y= -1 , z= 6 >, vel=<x= 3 , y= 2 , z= 1 >
1 : pos=<x= 1 , y= -7 , z= 3 >, vel=<x= -2 , y= -5 , z= 3 >
2 : pos=<x= 1 , y= -7 , z= -2 >, vel=<x= 0 , y= -3 , z= -3 >
3 : pos=<x= 1 , y= 2 , z= -5 >, vel=<x= -1 , y= 6 , z= -1 >
found velocity and position match, step #: 866
0 : pos=<x= 5 , y= 0 , z= 4 >, vel=<x= 0 , y= 1 , z= -2 >
1 : pos=<x= 0 , y= -10 , z= 5 >, vel=<x= -1 , y= -3 , z= 2 >
2 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= 1 , y= -1 , z= -2 >
3 : pos=<x= 1 , y= 5 , z= -3 >, vel=<x= 0 , y= 3 , z= 2 >
found velocity and position match, step #: 867
0 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= -3 , y= 0 , z= -3 >
1 : pos=<x= 2 , y= -10 , z= 4 >, vel=<x= 2 , y= 0 , z= -1 >
2 : pos=<x= 2 , y= -8 , z= -3 >, vel=<x= 0 , y= 0 , z= 1 >
3 : pos=<x= 2 , y= 5 , z= 0 >, vel=<x= 1 , y= 0 , z= 3 >
found velocity and position match, step #: 868
0 : pos=<x= -1 , y= -1 , z= -3 >, vel=<x= -3 , y= -1 , z= -4 >
1 : pos=<x= 4 , y= -7 , z= 0 >, vel=<x= 2 , y= 3 , z= -4 >
2 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 3 , y= 2 , z= 4 >, vel=<x= 1 , y= -3 , z= 4 >
found velocity and position match, step #: 869
0 : pos=<x= -1 , y= -3 , z= -4 >, vel=<x= 0 , y= -2 , z= -1 >
1 : pos=<x= 3 , y= -2 , z= -3 >, vel=<x= -1 , y= 5 , z= -3 >
2 : pos=<x= 3 , y= -4 , z= 4 >, vel=<x= 1 , y= 3 , z= 3 >
3 : pos=<x= 3 , y= -4 , z= 5 >, vel=<x= 0 , y= -6 , z= 1 >
found velocity and position match, step #: 870
0 : pos=<x= 2 , y= -6 , z= -2 >, vel=<x= 3 , y= -3 , z= 2 >
1 : pos=<x= 1 , y= 0 , z= -5 >, vel=<x= -2 , y= 2 , z= -2 >
2 : pos=<x= 3 , y= 1 , z= 6 >, vel=<x= 0 , y= 5 , z= 2 >
3 : pos=<x= 2 , y= -8 , z= 3 >, vel=<x= -1 , y= -4 , z= -2 >
found velocity and position match, step #: 871
0 : pos=<x= 5 , y= -8 , z= 1 >, vel=<x= 3 , y= -2 , z= 3 >
1 : pos=<x= 2 , y= 1 , z= -4 >, vel=<x= 1 , y= 1 , z= 1 >
2 : pos=<x= 0 , y= 3 , z= 5 >, vel=<x= -3 , y= 2 , z= -1 >
3 : pos=<x= 1 , y= -9 , z= 0 >, vel=<x= -1 , y= -1 , z= -3 >
found velocity and position match, step #: 872
0 : pos=<x= 5 , y= -9 , z= 3 >, vel=<x= 0 , y= -1 , z= 2 >
1 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 0 , y= 0 , z= 4 >
2 : pos=<x= 0 , y= 2 , z= 1 >, vel=<x= 0 , y= -1 , z= -4 >
3 : pos=<x= 1 , y= -7 , z= -2 >, vel=<x= 0 , y= 2 , z= -2 >
found velocity and position match, step #: 873
0 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= -3 , y= 2 , z= -1 >
1 : pos=<x= 1 , y= 0 , z= 5 >, vel=<x= -1 , y= -1 , z= 5 >
2 : pos=<x= 3 , y= -2 , z= -4 >, vel=<x= 3 , y= -4 , z= -5 >
3 : pos=<x= 2 , y= -4 , z= -1 >, vel=<x= 1 , y= 3 , z= 1 >
found velocity and position match, step #: 874
0 : pos=<x= -1 , y= -2 , z= 0 >, vel=<x= -3 , y= 5 , z= -2 >
1 : pos=<x= 3 , y= -4 , z= 7 >, vel=<x= 2 , y= -4 , z= 2 >
2 : pos=<x= 3 , y= -7 , z= -6 >, vel=<x= 0 , y= -5 , z= -2 >
3 : pos=<x= 3 , y= 0 , z= 1 >, vel=<x= 1 , y= 4 , z= 2 >
found velocity and position match, step #: 875
0 : pos=<x= -1 , y= 2 , z= -1 >, vel=<x= 0 , y= 4 , z= -1 >
1 : pos=<x= 4 , y= -7 , z= 6 >, vel=<x= 1 , y= -3 , z= -1 >
2 : pos=<x= 2 , y= -9 , z= -5 >, vel=<x= -1 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= 0 , y= 1 , z= 1 >
found velocity and position match, step #: 876
0 : pos=<x= 2 , y= 3 , z= -1 >, vel=<x= 3 , y= 1 , z= 0 >
1 : pos=<x= 2 , y= -9 , z= 2 >, vel=<x= -2 , y= -2 , z= -4 >
2 : pos=<x= 2 , y= -8 , z= -1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 2 , y= 1 , z= 2 >, vel=<x= -1 , y= 0 , z= 0 >
found velocity and position match, step #: 877
0 : pos=<x= 5 , y= 1 , z= 1 >, vel=<x= 3 , y= -2 , z= 2 >
1 : pos=<x= 0 , y= -8 , z= -4 >, vel=<x= -2 , y= 1 , z= -6 >
2 : pos=<x= 2 , y= -6 , z= 5 >, vel=<x= 0 , y= 2 , z= 6 >
3 : pos=<x= 1 , y= 0 , z= 0 >, vel=<x= -1 , y= -1 , z= -2 >
found velocity and position match, step #: 878
0 : pos=<x= 5 , y= -4 , z= 2 >, vel=<x= 0 , y= -5 , z= 1 >
1 : pos=<x= 1 , y= -4 , z= -7 >, vel=<x= 1 , y= 4 , z= -3 >
2 : pos=<x= 1 , y= -3 , z= 8 >, vel=<x= -1 , y= 3 , z= 3 >
3 : pos=<x= 1 , y= -2 , z= -1 >, vel=<x= 0 , y= -2 , z= -1 >
found velocity and position match, step #: 879
0 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= -3 , y= -3 , z= 0 >
1 : pos=<x= 3 , y= 2 , z= -7 >, vel=<x= 2 , y= 6 , z= 0 >
2 : pos=<x= 1 , y= -1 , z= 8 >, vel=<x= 0 , y= 2 , z= 0 >
3 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 1 , y= -5 , z= 0 >
found velocity and position match, step #: 880
0 : pos=<x= -1 , y= -8 , z= 1 >, vel=<x= -3 , y= -1 , z= -1 >
1 : pos=<x= 2 , y= 5 , z= -4 >, vel=<x= -1 , y= 3 , z= 3 >
2 : pos=<x= 4 , y= 0 , z= 5 >, vel=<x= 3 , y= 1 , z= -3 >
3 : pos=<x= 3 , y= -10 , z= 0 >, vel=<x= 1 , y= -3 , z= 1 >
found velocity and position match, step #: 881
0 : pos=<x= -1 , y= -8 , z= -1 >, vel=<x= 0 , y= 0 , z= -2 >
1 : pos=<x= 2 , y= 5 , z= 2 >, vel=<x= 0 , y= 0 , z= 6 >
2 : pos=<x= 4 , y= 0 , z= -1 >, vel=<x= 0 , y= 0 , z= -6 >
3 : pos=<x= 3 , y= -10 , z= 2 >, vel=<x= 0 , y= 0 , z= 2 >
found velocity and position match, step #: 882
0 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 3 , y= 1 , z= 0 >
1 : pos=<x= 3 , y= 2 , z= 6 >, vel=<x= 1 , y= -3 , z= 4 >
2 : pos=<x= 1 , y= -1 , z= -5 >, vel=<x= -3 , y= -1 , z= -4 >
3 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= -1 , y= 3 , z= 0 >
found velocity and position match, step #: 883
0 : pos=<x= 5 , y= -4 , z= 0 >, vel=<x= 3 , y= 3 , z= 1 >
1 : pos=<x= 1 , y= -4 , z= 7 >, vel=<x= -2 , y= -6 , z= 1 >
2 : pos=<x= 1 , y= -3 , z= -6 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= -2 , z= 1 >, vel=<x= -1 , y= 5 , z= -1 >
found velocity and position match, step #: 884
0 : pos=<x= 5 , y= 1 , z= 2 >, vel=<x= 0 , y= 5 , z= 2 >
1 : pos=<x= 0 , y= -8 , z= 5 >, vel=<x= -1 , y= -4 , z= -2 >
2 : pos=<x= 2 , y= -6 , z= -4 >, vel=<x= 1 , y= -3 , z= 2 >
3 : pos=<x= 1 , y= 0 , z= -1 >, vel=<x= 0 , y= 2 , z= -2 >
found velocity and position match, step #: 885
0 : pos=<x= 2 , y= 3 , z= 3 >, vel=<x= -3 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= -9 , z= 0 >, vel=<x= 2 , y= -1 , z= -5 >
2 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 0 , y= -2 , z= 5 >
3 : pos=<x= 2 , y= 1 , z= -2 >, vel=<x= 1 , y= 1 , z= -1 >
found velocity and position match, step #: 886
0 : pos=<x= -1 , y= 2 , z= 1 >, vel=<x= -3 , y= -1 , z= -2 >
1 : pos=<x= 4 , y= -7 , z= -4 >, vel=<x= 2 , y= 2 , z= -4 >
2 : pos=<x= 2 , y= -9 , z= 5 >, vel=<x= 0 , y= -1 , z= 4 >
3 : pos=<x= 3 , y= 1 , z= 0 >, vel=<x= 1 , y= 0 , z= 2 >
found velocity and position match, step #: 887
0 : pos=<x= -1 , y= -2 , z= -2 >, vel=<x= 0 , y= -4 , z= -3 >
1 : pos=<x= 3 , y= -4 , z= -5 >, vel=<x= -1 , y= 3 , z= -1 >
2 : pos=<x= 3 , y= -7 , z= 6 >, vel=<x= 1 , y= 2 , z= 1 >
3 : pos=<x= 3 , y= 0 , z= 3 >, vel=<x= 0 , y= -1 , z= 3 >
found velocity and position match, step #: 888
0 : pos=<x= 2 , y= -7 , z= -4 >, vel=<x= 3 , y= -5 , z= -2 >
1 : pos=<x= 1 , y= 0 , z= -3 >, vel=<x= -2 , y= 4 , z= 2 >
2 : pos=<x= 3 , y= -2 , z= 4 >, vel=<x= 0 , y= 5 , z= -2 >
3 : pos=<x= 2 , y= -4 , z= 5 >, vel=<x= -1 , y= -4 , z= 2 >
found velocity and position match, step #: 889
0 : pos=<x= 5 , y= -9 , z= -3 >, vel=<x= 3 , y= -2 , z= 1 >
